name,poi_id,cate,lat,lng,COMMUNITY,AREA_NUMBE
,434261,residential area,41.964637,-87.6895885,LINCOLN SQUARE,4.0
,434265,residential area,41.9650568,-87.6897081,LINCOLN SQUARE,4.0
,434297,residential area,41.9646483,-87.6898216,LINCOLN SQUARE,4.0
,434491,residential area,41.9610751,-87.6909789,NORTH CENTER,5.0
,434499,residential area,41.9610783,-87.6910784,NORTH CENTER,5.0
,434559,residential area,41.9720204,-87.6910232,LINCOLN SQUARE,4.0
,435093,residential area,41.9678655,-87.6966212,LINCOLN SQUARE,4.0
,435444,residential area,41.9577241,-87.7016776,IRVING PARK,16.0
,435742,residential area,41.9580103,-87.6839909,NORTH CENTER,5.0
,435748,residential area,41.9579916,-87.6835032,NORTH CENTER,5.0
,435751,residential area,41.9581096,-87.6840149,NORTH CENTER,5.0
,435762,residential area,41.958191,-87.6840277,NORTH CENTER,5.0
,435773,residential area,41.9582543,-87.6834373,NORTH CENTER,5.0
,435795,residential area,41.95834,-87.6834388,NORTH CENTER,5.0
,435802,residential area,41.9584218,-87.6834611,NORTH CENTER,5.0
,435821,residential area,41.9585056,-87.6834461,NORTH CENTER,5.0
,435830,residential area,41.9586025,-87.6840256,NORTH CENTER,5.0
,435844,residential area,41.9586832,-87.6840319,NORTH CENTER,5.0
,435885,residential area,41.9589096,-87.6840694,NORTH CENTER,5.0
,435978,residential area,41.959711,-87.6829397,NORTH CENTER,5.0
,435995,residential area,41.9598083,-87.682967,NORTH CENTER,5.0
,436000,residential area,41.9598704,-87.6830103,NORTH CENTER,5.0
,436019,residential area,41.9599185,-87.6830761,NORTH CENTER,5.0
,436030,residential area,41.9599846,-87.6831227,NORTH CENTER,5.0
,436076,residential area,41.9603044,-87.6840933,NORTH CENTER,5.0
,436077,residential area,41.9601967,-87.6832622,NORTH CENTER,5.0
,436102,residential area,41.9602607,-87.6833089,NORTH CENTER,5.0
,436115,residential area,41.9603229,-87.6833272,NORTH CENTER,5.0
,436122,residential area,41.9603868,-87.6833782,NORTH CENTER,5.0
,436185,residential area,41.9607056,-87.6830551,NORTH CENTER,5.0
,436197,residential area,41.9607642,-87.6830992,NORTH CENTER,5.0
,436205,residential area,41.9608213,-87.6831561,NORTH CENTER,5.0
,436210,residential area,41.9609023,-87.6831494,NORTH CENTER,5.0
,436215,residential area,41.9610986,-87.6853816,NORTH CENTER,5.0
,436218,residential area,41.9610246,-87.684071,NORTH CENTER,5.0
,436219,residential area,41.961113,-87.6848731,NORTH CENTER,5.0
,436220,residential area,41.9609379,-87.68326,NORTH CENTER,5.0
,436223,residential area,41.9610925,-87.6840499,NORTH CENTER,5.0
,436224,residential area,41.9610269,-87.6832352,NORTH CENTER,5.0
,436227,residential area,41.9610902,-87.6832604,NORTH CENTER,5.0
,436231,residential area,41.9612539,-87.6834901,NORTH CENTER,5.0
,436369,residential area,41.9625518,-87.6836895,LINCOLN SQUARE,4.0
,436401,residential area,41.962632,-87.6891158,LINCOLN SQUARE,4.0
,436447,residential area,41.9629197,-87.6836918,LINCOLN SQUARE,4.0
,436498,residential area,41.9633534,-87.6854468,LINCOLN SQUARE,4.0
,436505,residential area,41.9634596,-87.6861472,LINCOLN SQUARE,4.0
,436514,residential area,41.9635463,-87.6848949,LINCOLN SQUARE,4.0
,436529,residential area,41.9634021,-87.6865106,LINCOLN SQUARE,4.0
,436560,residential area,41.9637327,-87.6841861,LINCOLN SQUARE,4.0
,436561,residential area,41.9635016,-87.6855891,LINCOLN SQUARE,4.0
,436620,residential area,41.9637531,-87.6857485,LINCOLN SQUARE,4.0
,436635,residential area,41.9638758,-87.6857043,LINCOLN SQUARE,4.0
,436727,residential area,41.9643925,-87.6855184,LINCOLN SQUARE,4.0
,436747,residential area,41.9646584,-87.6891528,LINCOLN SQUARE,4.0
,436749,residential area,41.964738,-87.6837432,LINCOLN SQUARE,4.0
,436769,residential area,41.9650136,-87.6891727,LINCOLN SQUARE,4.0
,436770,residential area,41.9650985,-87.6866005,LINCOLN SQUARE,4.0
,436771,residential area,41.9650663,-87.688526,LINCOLN SQUARE,4.0
,436774,residential area,41.9651815,-87.684187,LINCOLN SQUARE,4.0
,436789,residential area,41.9654036,-87.6841604,LINCOLN SQUARE,4.0
,436791,residential area,41.9654577,-87.6861011,LINCOLN SQUARE,4.0
,436800,residential area,41.9656679,-87.6837757,LINCOLN SQUARE,4.0
,436807,residential area,41.9656022,-87.6879368,LINCOLN SQUARE,4.0
,436808,residential area,41.9655407,-87.6867316,LINCOLN SQUARE,4.0
,436811,residential area,41.9656689,-87.6842388,LINCOLN SQUARE,4.0
,436818,residential area,41.9657456,-87.6869905,LINCOLN SQUARE,4.0
,436822,residential area,41.9661029,-87.6841591,LINCOLN SQUARE,4.0
,436825,residential area,41.965994,-87.6914982,LINCOLN SQUARE,4.0
,436830,residential area,41.9659797,-87.6910365,LINCOLN SQUARE,4.0
,436842,residential area,41.9665102,-87.6915018,LINCOLN SQUARE,4.0
,436844,residential area,41.9664959,-87.691049,LINCOLN SQUARE,4.0
,436846,residential area,41.9665696,-87.6841556,LINCOLN SQUARE,4.0
,436847,residential area,41.9664144,-87.6867958,LINCOLN SQUARE,4.0
,436849,residential area,41.9665392,-87.6869101,LINCOLN SQUARE,4.0
,436867,residential area,41.9668427,-87.6871074,LINCOLN SQUARE,4.0
,436877,residential area,41.9669317,-87.6871681,LINCOLN SQUARE,4.0
,436904,residential area,41.9672611,-87.6838091,LINCOLN SQUARE,4.0
,436922,residential area,41.9671491,-87.6871934,LINCOLN SQUARE,4.0
,436928,residential area,41.9675074,-87.6837494,LINCOLN SQUARE,4.0
,436942,residential area,41.9673042,-87.6872827,LINCOLN SQUARE,4.0
,436943,residential area,41.9670615,-87.687917,LINCOLN SQUARE,4.0
,437089,residential area,41.9679761,-87.6877896,LINCOLN SQUARE,4.0
,437099,residential area,41.9681452,-87.6885341,LINCOLN SQUARE,4.0
,437254,residential area,41.9699048,-87.6843899,LINCOLN SQUARE,4.0
,437269,residential area,41.9700407,-87.6843745,LINCOLN SQUARE,4.0
,437312,residential area,41.9702031,-87.6843372,LINCOLN SQUARE,4.0
,437440,residential area,41.9710128,-87.684402,LINCOLN SQUARE,4.0
,437456,residential area,41.971094,-87.6843809,LINCOLN SQUARE,4.0
,437482,residential area,41.9711631,-87.6843967,LINCOLN SQUARE,4.0
,437497,residential area,41.971233,-87.6844098,LINCOLN SQUARE,4.0
,437731,residential area,41.9721108,-87.6911545,LINCOLN SQUARE,4.0
,437746,residential area,41.9721864,-87.6911558,LINCOLN SQUARE,4.0
,437766,residential area,41.9725441,-87.6913175,LINCOLN SQUARE,4.0
,437844,residential area,41.9733771,-87.6941998,LINCOLN SQUARE,4.0
,441144,residential area,41.9617883,-87.6832418,LINCOLN SQUARE,4.0
,441222,residential area,41.9779958,-87.6837506,LINCOLN SQUARE,4.0
,441227,residential area,41.97799,-87.6838608,LINCOLN SQUARE,4.0
,441231,residential area,41.9775985,-87.6838491,LINCOLN SQUARE,4.0
,441237,residential area,41.9779994,-87.6839705,LINCOLN SQUARE,4.0
,441245,residential area,41.978002,-87.6840829,LINCOLN SQUARE,4.0
,441249,residential area,41.9775869,-87.6840603,LINCOLN SQUARE,4.0
,441256,residential area,41.9779907,-87.6841871,LINCOLN SQUARE,4.0
,441258,residential area,41.977578,-87.6841674,LINCOLN SQUARE,4.0
Transfiguration Rectory,441808,residential area,41.9737484,-87.6946226,LINCOLN SQUARE,4.0
,442087,residential area,41.9783168,-87.6972614,LINCOLN SQUARE,4.0
,442088,residential area,41.9774016,-87.6973656,LINCOLN SQUARE,4.0
,442089,residential area,41.9778793,-87.6972128,LINCOLN SQUARE,4.0
,442113,residential area,41.9778792,-87.6973783,LINCOLN SQUARE,4.0
,442129,residential area,41.9783412,-87.6974533,LINCOLN SQUARE,4.0
,442138,residential area,41.9778886,-87.69758,LINCOLN SQUARE,4.0
,442147,residential area,41.978339,-87.6976203,LINCOLN SQUARE,4.0
,442154,residential area,41.9773971,-87.6978644,LINCOLN SQUARE,4.0
,442156,residential area,41.9778286,-87.6977439,LINCOLN SQUARE,4.0
,442164,residential area,41.9783393,-87.6977848,LINCOLN SQUARE,4.0
,442167,residential area,41.9779094,-87.6978562,LINCOLN SQUARE,4.0
,442168,residential area,41.9787853,-87.697808,LINCOLN SQUARE,4.0
,442183,residential area,41.9778735,-87.6979909,LINCOLN SQUARE,4.0
,442189,residential area,41.9783357,-87.6979494,LINCOLN SQUARE,4.0
,442202,residential area,41.9778685,-87.6981351,LINCOLN SQUARE,4.0
,442205,residential area,41.9783352,-87.6981159,LINCOLN SQUARE,4.0
,442218,residential area,41.9778652,-87.6982851,LINCOLN SQUARE,4.0
,442225,residential area,41.9783324,-87.6982795,LINCOLN SQUARE,4.0
,442234,residential area,41.9777972,-87.6986639,LINCOLN SQUARE,4.0
,442255,residential area,41.9783875,-87.6993255,LINCOLN SQUARE,4.0
,442823,residential area,41.9778993,-87.6968078,LINCOLN SQUARE,4.0
,442846,residential area,41.9782457,-87.6993241,LINCOLN SQUARE,4.0
,442878,residential area,41.9788604,-87.6986741,LINCOLN SQUARE,4.0
,442901,residential area,41.9791553,-87.6987176,LINCOLN SQUARE,4.0
O-Mi Motel,443156,residential area,41.9836284,-87.6954014,WEST RIDGE,2.0
,444330,residential area,41.9792995,-87.6987142,LINCOLN SQUARE,4.0
,447672,residential area,41.9934821,-87.6998477,WEST RIDGE,2.0
Park Manor,452674,residential area,42.0092787,-87.691144,WEST RIDGE,2.0
Park Castle Condominiums,452678,residential area,42.0099919,-87.6911416,WEST RIDGE,2.0
Park Crest,452696,residential area,42.0088849,-87.6913237,WEST RIDGE,2.0
Park Gables Apartments,452750,residential area,42.0109289,-87.6924026,WEST RIDGE,2.0
The Park Terrace,452781,residential area,42.0189437,-87.6924339,WEST RIDGE,2.0
Fitch Commons,452913,residential area,42.0110515,-87.6939951,WEST RIDGE,2.0
Fitch Commons,452995,residential area,42.0110378,-87.694591,WEST RIDGE,2.0
,454363,residential area,42.0126001,-87.6836323,WEST RIDGE,2.0
,454554,residential area,42.0142852,-87.6834013,ROGERS PARK,1.0
Casa Bonita Condominiums,454654,residential area,42.0153757,-87.6848917,WEST RIDGE,2.0
Ridge House Condos,455080,residential area,42.0189842,-87.6850122,WEST RIDGE,2.0
,460751,residential area,41.7075892,-87.6693976,BEVERLY,72.0
,474313,residential area,41.7505132,-87.6689461,AUBURN GRESHAM,71.0
Senior Suites of New City,491789,residential area,41.8052396,-87.6834337,NEW CITY,61.0
Chicago Commons,496073,residential area,41.8156083,-87.6669456,NEW CITY,61.0
,499949,residential area,41.8287217,-87.676826,MCKINLEY PARK,59.0
,502717,residential area,41.97434,-87.6924276,LINCOLN SQUARE,4.0
Woodworking Lofts,502757,residential area,41.8544796,-87.6625162,LOWER WEST SIDE,31.0
La Casa Student Housing,503038,residential area,41.8575133,-87.6684367,LOWER WEST SIDE,31.0
,507030,residential area,41.8649539,-87.6659444,NEAR WEST SIDE,28.0
William Jones Apartments,507173,residential area,41.8619236,-87.6658423,NEAR WEST SIDE,28.0
Marriott at Medical District/UIC,507789,residential area,41.8738061,-87.6659843,NEAR WEST SIDE,28.0
815 S Leavitt,507857,residential area,41.8709023,-87.6810011,NEAR WEST SIDE,28.0
825 S Leavitt,507893,residential area,41.8706165,-87.6809925,NEAR WEST SIDE,28.0
Medical District Apartments,508049,residential area,41.8704609,-87.6657567,NEAR WEST SIDE,28.0
,508415,residential area,41.8738559,-87.6727016,NEAR WEST SIDE,28.0
Paramount Lofts Condominium,508423,residential area,41.8797368,-87.6673106,NEAR WEST SIDE,28.0
Park 1500 Lofts,508541,residential area,41.8805021,-87.6649817,NEAR WEST SIDE,28.0
Van Buren Place,508548,residential area,41.8766475,-87.6648196,NEAR WEST SIDE,28.0
,508588,residential area,41.8804346,-87.6654191,NEAR WEST SIDE,28.0
,508591,residential area,41.8805614,-87.6655569,NEAR WEST SIDE,28.0
,508600,residential area,41.8804233,-87.6656949,NEAR WEST SIDE,28.0
,508645,residential area,41.8907934,-87.6674725,WEST TOWN,24.0
Patrick Sullivan Apartments,508688,residential area,41.8808188,-87.6682945,NEAR WEST SIDE,28.0
Atrio,508898,residential area,41.8746486,-87.6750541,NEAR WEST SIDE,28.0
,508937,residential area,41.878379,-87.677149,NEAR WEST SIDE,28.0
,508941,residential area,41.8777597,-87.6769908,NEAR WEST SIDE,28.0
,508957,residential area,41.8777874,-87.6774935,NEAR WEST SIDE,28.0
,508966,residential area,41.8782465,-87.6775778,NEAR WEST SIDE,28.0
,508986,residential area,41.8784429,-87.6781861,NEAR WEST SIDE,28.0
Van Buren Park Apartments,509004,residential area,41.8772068,-87.6783549,NEAR WEST SIDE,28.0
,509007,residential area,41.8784502,-87.6786258,NEAR WEST SIDE,28.0
,509010,residential area,41.8777568,-87.6785797,NEAR WEST SIDE,28.0
,509205,residential area,41.8780461,-87.67715,NEAR WEST SIDE,28.0
,509376,residential area,41.8781235,-87.678495,NEAR WEST SIDE,28.0
West Point Plaza,509413,residential area,41.8768684,-87.6770588,NEAR WEST SIDE,28.0
Skytech Lofts,509536,residential area,41.8810709,-87.664814,NEAR WEST SIDE,28.0
The Duncan,509543,residential area,41.8798669,-87.6654148,NEAR WEST SIDE,28.0
,511018,residential area,41.8938231,-87.6790254,WEST TOWN,24.0
,511030,residential area,41.8938744,-87.6792444,WEST TOWN,24.0
,512816,residential area,41.9009222,-87.6621066,WEST TOWN,24.0
,512884,residential area,41.9009859,-87.6623166,WEST TOWN,24.0
Lewis Towers,513294,residential area,41.9027846,-87.6661245,WEST TOWN,24.0
,513299,residential area,41.901275,-87.6619022,WEST TOWN,24.0
,513300,residential area,41.9013545,-87.6620613,WEST TOWN,24.0
Wicker Park Lofts,513533,residential area,41.9021608,-87.6658364,WEST TOWN,24.0
,513601,residential area,41.902623,-87.6664986,WEST TOWN,24.0
,513968,residential area,41.9028993,-87.6770028,WEST TOWN,24.0
,514654,residential area,41.8975012,-87.6632744,WEST TOWN,24.0
,514695,residential area,41.8975873,-87.6644228,WEST TOWN,24.0
,514934,residential area,41.8981708,-87.6792161,WEST TOWN,24.0
Noble Square Co-Op,515164,residential area,41.9031438,-87.6654788,WEST TOWN,24.0
,516769,residential area,41.9050411,-87.6635887,WEST TOWN,24.0
,516930,residential area,41.9058282,-87.6717379,WEST TOWN,24.0
,518393,residential area,41.9077192,-87.673729,WEST TOWN,24.0
,518412,residential area,41.9079945,-87.6733228,WEST TOWN,24.0
,518414,residential area,41.9079116,-87.6672349,WEST TOWN,24.0
,518423,residential area,41.9080383,-87.6733933,WEST TOWN,24.0
,518434,residential area,41.9081217,-87.673416,WEST TOWN,24.0
,518451,residential area,41.9081266,-87.6735334,WEST TOWN,24.0
,518469,residential area,41.9081698,-87.6736031,WEST TOWN,24.0
,518588,residential area,41.9087944,-87.6744674,WEST TOWN,24.0
,518608,residential area,41.9089502,-87.6747173,WEST TOWN,24.0
,518624,residential area,41.9089969,-87.6747923,WEST TOWN,24.0
,518883,residential area,41.9098295,-87.673493,WEST TOWN,24.0
,518897,residential area,41.9099704,-87.6735421,WEST TOWN,24.0
,518915,residential area,41.9102527,-87.6801161,WEST TOWN,24.0
,518917,residential area,41.9108589,-87.6692365,WEST TOWN,24.0
,519158,residential area,41.911616,-87.6741695,WEST TOWN,24.0
,519311,residential area,41.9119387,-87.6753467,WEST TOWN,24.0
,519407,residential area,41.9108025,-87.6705385,WEST TOWN,24.0
,519430,residential area,41.9108034,-87.6706746,WEST TOWN,24.0
,519629,residential area,41.9134558,-87.6704868,WEST TOWN,24.0
,519821,residential area,41.9103881,-87.672269,WEST TOWN,24.0
,519829,residential area,41.9107612,-87.6724248,WEST TOWN,24.0
,519953,residential area,41.9107487,-87.6734637,WEST TOWN,24.0
,520081,residential area,41.9125623,-87.6740192,WEST TOWN,24.0
,520092,residential area,41.9103648,-87.6739578,WEST TOWN,24.0
,520108,residential area,41.910331,-87.6740473,WEST TOWN,24.0
,520187,residential area,41.9106921,-87.6745111,WEST TOWN,24.0
,520215,residential area,41.9107281,-87.6746908,WEST TOWN,24.0
,520641,residential area,41.9211319,-87.6774422,LOGAN SQUARE,22.0
,520681,residential area,41.9215768,-87.6780895,LOGAN SQUARE,22.0
,520977,residential area,41.9102217,-87.6789185,WEST TOWN,24.0
,521152,residential area,41.9107205,-87.679456,WEST TOWN,24.0
The Cloisters,521243,residential area,41.9106918,-87.680588,WEST TOWN,24.0
,521785,residential area,41.9105924,-87.6830035,WEST TOWN,24.0
,524169,residential area,41.9381472,-87.6628669,LAKE VIEW,6.0
,524207,residential area,41.9383335,-87.6630685,LAKE VIEW,6.0
,524254,residential area,41.9381071,-87.6632428,LAKE VIEW,6.0
,525413,residential area,41.9403215,-87.6755266,NORTH CENTER,5.0
River Bend Lofts,526559,residential area,41.9287334,-87.6754204,LINCOLN PARK,7.0
,526810,residential area,41.9300086,-87.6725778,LINCOLN PARK,7.0
,526992,residential area,41.9313008,-87.6785647,LINCOLN PARK,7.0
,527061,residential area,41.932687,-87.6816222,NORTH CENTER,5.0
,527063,residential area,41.9328536,-87.6809157,NORTH CENTER,5.0
,527074,residential area,41.9332881,-87.6824561,NORTH CENTER,5.0
,527084,residential area,41.9338207,-87.6822534,NORTH CENTER,5.0
,527210,residential area,41.9331622,-87.6800985,NORTH CENTER,5.0
,527214,residential area,41.9335785,-87.6804235,NORTH CENTER,5.0
,527217,residential area,41.9345096,-87.661785,LAKE VIEW,6.0
,527283,residential area,41.9342143,-87.6813065,NORTH CENTER,5.0
,527364,residential area,41.9344439,-87.68187,NORTH CENTER,5.0
,527449,residential area,41.9348591,-87.6822006,NORTH CENTER,5.0
,527706,residential area,41.9382791,-87.6664031,LAKE VIEW,6.0
,529332,residential area,41.9390003,-87.6828498,NORTH CENTER,5.0
1447 W Fletcher st CH,530190,residential area,41.9384497,-87.6656626,LAKE VIEW,6.0
,530650,residential area,41.9430023,-87.6734253,LAKE VIEW,6.0
,530681,residential area,41.9430717,-87.6747514,NORTH CENTER,5.0
,530687,residential area,41.943093,-87.6748476,NORTH CENTER,5.0
,530693,residential area,41.9430586,-87.6749424,NORTH CENTER,5.0
,530697,residential area,41.9430432,-87.6750314,NORTH CENTER,5.0
,530702,residential area,41.9430707,-87.6751258,NORTH CENTER,5.0
,530711,residential area,41.9430445,-87.6752217,NORTH CENTER,5.0
,530717,residential area,41.9430668,-87.6753138,NORTH CENTER,5.0
,530724,residential area,41.9430676,-87.675409,NORTH CENTER,5.0
,530736,residential area,41.9430707,-87.6755861,NORTH CENTER,5.0
,530742,residential area,41.9430613,-87.6756745,NORTH CENTER,5.0
,530747,residential area,41.9430678,-87.6757666,NORTH CENTER,5.0
,530781,residential area,41.943063,-87.6767241,NORTH CENTER,5.0
,530790,residential area,41.9430718,-87.6768164,NORTH CENTER,5.0
,530795,residential area,41.9430439,-87.676907,NORTH CENTER,5.0
,530799,residential area,41.9430479,-87.6770015,NORTH CENTER,5.0
,530805,residential area,41.9430447,-87.6770899,NORTH CENTER,5.0
,530814,residential area,41.9430298,-87.6771821,NORTH CENTER,5.0
,530823,residential area,41.9430195,-87.677367,NORTH CENTER,5.0
,530829,residential area,41.9430623,-87.6774546,NORTH CENTER,5.0
,531033,residential area,41.9412918,-87.668352,LAKE VIEW,6.0
,531034,residential area,41.9412964,-87.6692776,LAKE VIEW,6.0
,533422,residential area,41.9466109,-87.6643412,LAKE VIEW,6.0
,533440,residential area,41.9467461,-87.6643613,LAKE VIEW,6.0
,533541,residential area,41.9476797,-87.667971,LAKE VIEW,6.0
,535314,residential area,41.9510427,-87.6744773,NORTH CENTER,5.0
,535324,residential area,41.9507804,-87.6752671,NORTH CENTER,5.0
,535327,residential area,41.9507771,-87.6754046,NORTH CENTER,5.0
,535335,residential area,41.9507709,-87.6756079,NORTH CENTER,5.0
,535346,residential area,41.9507417,-87.6758444,NORTH CENTER,5.0
,535360,residential area,41.9503846,-87.67659,NORTH CENTER,5.0
,535726,residential area,41.9492486,-87.6756208,NORTH CENTER,5.0
,535775,residential area,41.9497287,-87.6759661,NORTH CENTER,5.0
,536001,residential area,41.9507428,-87.6760714,NORTH CENTER,5.0
,536008,residential area,41.9506962,-87.6767085,NORTH CENTER,5.0
,536012,residential area,41.9508236,-87.673537,LAKE VIEW,6.0
,536318,residential area,41.9518657,-87.6768703,NORTH CENTER,5.0
,536379,residential area,41.9522825,-87.6734494,LAKE VIEW,6.0
,537529,residential area,41.9539202,-87.6734635,LAKE VIEW,6.0
,537614,residential area,41.9562176,-87.6759671,NORTH CENTER,5.0
,537622,residential area,41.9562245,-87.6761082,NORTH CENTER,5.0
,537655,residential area,41.9562168,-87.6768395,NORTH CENTER,5.0
,537687,residential area,41.9562064,-87.6772154,NORTH CENTER,5.0
,537788,residential area,41.9561051,-87.680435,NORTH CENTER,5.0
,537789,residential area,41.9552434,-87.680407,NORTH CENTER,5.0
,537812,residential area,41.9552389,-87.6809574,NORTH CENTER,5.0
,537816,residential area,41.9552555,-87.6810535,NORTH CENTER,5.0
,537935,residential area,41.9525051,-87.6773483,NORTH CENTER,5.0
,537993,residential area,41.9527359,-87.6780554,NORTH CENTER,5.0
,537999,residential area,41.9528592,-87.6775608,NORTH CENTER,5.0
,538001,residential area,41.9529133,-87.673513,LAKE VIEW,6.0
,538014,residential area,41.9529858,-87.6735137,LAKE VIEW,6.0
,538028,residential area,41.9529219,-87.6776029,NORTH CENTER,5.0
,538030,residential area,41.9530542,-87.6735358,LAKE VIEW,6.0
,538036,residential area,41.9529228,-87.6781661,NORTH CENTER,5.0
Mary Hartwell Catherwood Apartments,538040,residential area,41.9531609,-87.6620289,LAKE VIEW,6.0
,538046,residential area,41.9530223,-87.6776364,NORTH CENTER,5.0
,538064,residential area,41.9530745,-87.6777622,NORTH CENTER,5.0
,538077,residential area,41.9531909,-87.673512,LAKE VIEW,6.0
,538091,residential area,41.9532576,-87.6735012,LAKE VIEW,6.0
,538106,residential area,41.9533276,-87.6735474,LAKE VIEW,6.0
Mary Hartwell Catherwood Apartments,538116,residential area,41.9534423,-87.6624225,LAKE VIEW,6.0
,538139,residential area,41.953397,-87.6735044,LAKE VIEW,6.0
,538155,residential area,41.9534622,-87.673509,LAKE VIEW,6.0
,538167,residential area,41.9535339,-87.6735113,LAKE VIEW,6.0
,538180,residential area,41.9536033,-87.673512,LAKE VIEW,6.0
,538193,residential area,41.9536688,-87.6735104,LAKE VIEW,6.0
Mary Hartwell Catherwood Apartments,538229,residential area,41.9538902,-87.6623896,LAKE VIEW,6.0
,538246,residential area,41.9544752,-87.6733401,LAKE VIEW,6.0
,538248,residential area,41.9550289,-87.6790625,NORTH CENTER,5.0
,538293,residential area,41.9546234,-87.6793905,NORTH CENTER,5.0
,538296,residential area,41.9546965,-87.6793977,NORTH CENTER,5.0
,538304,residential area,41.9547829,-87.6795763,NORTH CENTER,5.0
,538334,residential area,41.9552402,-87.6814031,NORTH CENTER,5.0
,538338,residential area,41.9552354,-87.6797757,NORTH CENTER,5.0
North Center Chamber of Commerce,538393,residential area,41.9555381,-87.6801001,NORTH CENTER,5.0
,538399,residential area,41.9556364,-87.6800547,NORTH CENTER,5.0
,538400,residential area,41.955847,-87.6785857,NORTH CENTER,5.0
,538402,residential area,41.9558236,-87.6802117,NORTH CENTER,5.0
,538405,residential area,41.9563253,-87.6806671,NORTH CENTER,5.0
,538408,residential area,41.9561249,-87.6785355,NORTH CENTER,5.0
,538409,residential area,41.9561431,-87.6798879,NORTH CENTER,5.0
,538412,residential area,41.9562564,-87.6765704,NORTH CENTER,5.0
,538413,residential area,41.9562415,-87.6799318,NORTH CENTER,5.0
,538415,residential area,41.9562621,-87.6762209,NORTH CENTER,5.0
,538427,residential area,41.9562937,-87.6799933,NORTH CENTER,5.0
,538434,residential area,41.9563921,-87.679935,NORTH CENTER,5.0
,538442,residential area,41.9564555,-87.6799839,NORTH CENTER,5.0
,538478,residential area,41.9565551,-87.6808353,NORTH CENTER,5.0
,538484,residential area,41.9566396,-87.6808321,NORTH CENTER,5.0
,538486,residential area,41.9567208,-87.6808574,NORTH CENTER,5.0
,538487,residential area,41.9569853,-87.6810107,NORTH CENTER,5.0
,538488,residential area,41.9566638,-87.6803357,NORTH CENTER,5.0
,539415,residential area,41.9614199,-87.6699108,LAKE VIEW,6.0
,539421,residential area,41.9631849,-87.6702141,UPTOWN,3.0
,539422,residential area,41.9614124,-87.6701965,LAKE VIEW,6.0
,539423,residential area,41.9636222,-87.6702111,UPTOWN,3.0
,539425,residential area,41.9636068,-87.6703501,UPTOWN,3.0
,539426,residential area,41.9635986,-87.6704583,UPTOWN,3.0
,539429,residential area,41.9636072,-87.6715389,UPTOWN,3.0
,539434,residential area,41.9613365,-87.671745,LAKE VIEW,6.0
,539441,residential area,41.9617267,-87.6730739,UPTOWN,3.0
,539450,residential area,41.9598698,-87.6736628,LAKE VIEW,6.0
,539470,residential area,41.9579849,-87.6753038,NORTH CENTER,5.0
,539494,residential area,41.9635056,-87.6763694,LINCOLN SQUARE,4.0
,539502,residential area,41.9616854,-87.6765061,LINCOLN SQUARE,4.0
,539508,residential area,41.9616819,-87.6766465,LINCOLN SQUARE,4.0
,539512,residential area,41.9648946,-87.6767437,LINCOLN SQUARE,4.0
,539514,residential area,41.9616656,-87.6768609,LINCOLN SQUARE,4.0
,539516,residential area,41.9612832,-87.6768463,NORTH CENTER,5.0
,539519,residential area,41.9616591,-87.6770207,LINCOLN SQUARE,4.0
,539522,residential area,41.9612907,-87.677005,NORTH CENTER,5.0
,539525,residential area,41.9616429,-87.6771788,LINCOLN SQUARE,4.0
,539527,residential area,41.9612716,-87.6771854,NORTH CENTER,5.0
,539556,residential area,41.9634933,-87.6797463,LINCOLN SQUARE,4.0
,539564,residential area,41.9594103,-87.679609,NORTH CENTER,5.0
,539576,residential area,41.9616592,-87.6798934,LINCOLN SQUARE,4.0
,539577,residential area,41.9634811,-87.679938,LINCOLN SQUARE,4.0
,539585,residential area,41.9616054,-87.6802247,LINCOLN SQUARE,4.0
,539593,residential area,41.9634706,-87.6800979,LINCOLN SQUARE,4.0
,539602,residential area,41.9634769,-87.6802003,LINCOLN SQUARE,4.0
,539628,residential area,41.957056,-87.6803262,NORTH CENTER,5.0
,539631,residential area,41.9611942,-87.6803987,NORTH CENTER,5.0
,539647,residential area,41.9612202,-87.6805837,NORTH CENTER,5.0
,539671,residential area,41.9612104,-87.6809533,NORTH CENTER,5.0
,539674,residential area,41.9615879,-87.6810834,LINCOLN SQUARE,4.0
,539676,residential area,41.9612071,-87.6810463,NORTH CENTER,5.0
,539680,residential area,41.9611907,-87.6811354,NORTH CENTER,5.0
,539688,residential area,41.9616992,-87.6816511,LINCOLN SQUARE,4.0
,539718,residential area,41.961179,-87.682048,NORTH CENTER,5.0
,539724,residential area,41.9579299,-87.6822004,NORTH CENTER,5.0
,539737,residential area,41.9579717,-87.6823327,NORTH CENTER,5.0
,539751,residential area,41.9579586,-87.6825561,NORTH CENTER,5.0
,539758,residential area,41.9616412,-87.6827364,LINCOLN SQUARE,4.0
,539772,residential area,41.9575507,-87.6827217,NORTH CENTER,5.0
,539820,residential area,41.9570917,-87.6805444,NORTH CENTER,5.0
,539845,residential area,41.9571973,-87.6806414,NORTH CENTER,5.0
,539848,residential area,41.9571448,-87.6811037,NORTH CENTER,5.0
,539851,residential area,41.9572711,-87.6806364,NORTH CENTER,5.0
,539864,residential area,41.9572451,-87.6812244,NORTH CENTER,5.0
,539866,residential area,41.9573323,-87.680685,NORTH CENTER,5.0
,539874,residential area,41.9573902,-87.680726,NORTH CENTER,5.0
,539879,residential area,41.9574625,-87.680753,NORTH CENTER,5.0
